id,reference,generated,rouge1,rouge2,rougeL
news-43863014,"ব্রিটেনের স্বাস্থ্যমন্ত্রী জেরেমি হান্ট জানিয়েছেন শিশুদের সুরক্ষা নিয়ে ""চোখ বুজে"" থাকলে চলবে না বলে হুঁশিয়ারি জানিয়ে ফেসবুক সহ অন্যান্য কিছু সোশ্যাল মিডিয়া কোম্পানিকে চিঠি লিখেছেন তিনি।","ব্রিটিশ স্বাস্থ্যমন্ত্রী জেরেমি হান্ট ফেসবুককে চিঠি দিয়েছেন। তাতে তিনি বলেছেন, শিশুদের অনলাইনে নিরাপত্তা নিশ্চিত করতে হলে সোশ্যাল মিডিয়া কোম্পানিগুলোকে কঠোর পদক্ষেপ নিতে হবে। তিনি বলেছেন, এসব সাইটে শিশুদের অ্যাকাউন্ট খোলার বয়স সীমা মানছেনা। তাই এসব সাইটে শিশুদের অ্যাকাউন্ট খোলা বন্ধ করতে হবে। এছাড়া শিশুরা যাতে বেশি সময় এসব সাইটে না কাটায় সে ব্যবস্থা করতে হবে। ব্রিটিশ মন্ত্রী জেরেমি হান্ট বলেছেন, এসব কোম্পানি যদি এসব ব্যবস্থা নিতে না আসে, তাহলে তাদের বিরুদ্ধে কঠোর আইন প্রণয়ন করা হবে।",17.65,6.0,13.73
news-48409941,ভারতের নির্বাচনে শোচনীয় পরাজয়ের সব দায় নিজের কাঁধে নিয়ে কংগ্রেস সভাপতি রাহুল গান্ধী পদত্যাগ করতে চেয়েছেন।,"ভারতের সাধারণ নির্বাচনে কংগ্রেস পার্টির বিপর্যয়ের পর দলের সভাপতি রাহুল গান্ধী পদত্যাগের ইচ্ছা প্রকাশ করলেও দল তা মেনে নেয়নি। কংগ্রেস মুখপাত্র রনদীপ সুরজেওয়ালা বলেছেন, ওয়ার্কিং কমিটির সদস্যরা সর্বসম্মতিক্রমে রাহুল গান্ধীর পদত্যাগের প্রস্তাব খারিজ করে দিয়েছেন। এর আগে লোকসভা নির্বাচনে তৃণমূলের সব মন্ত্রীকে পাঁচ বছরের জন্য বহিষ্কার করা হয়েছে। একই সঙ্গে মুখ্যমন্ত্রী মমতা ব্যানার্জীও মুখ্যমন্ত্রীর পদ ছেড়ে দিতে চেয়েছিলেন বলে জানা গেছে।",18.18,5.33,15.58
news-51136439,"প্রেসিডেন্টের একটি ভাষণ। সাংবিধানিক পরিবর্তনের রূপরেখা ঘোষণা। তার কিছু পরই প্রধানমন্ত্রীর পদত্যাগ, পুরো মন্ত্রিসভার পদত্যাগ। নিযুক্ত হলেন নতুন একজন প্রধানমন্ত্রী।","রাশিয়ার প্রেসিডেন্ট ভ্লাদিমির পুতিন দেশটির সংবিধানে কিছু গুরুত্বপূর্ণ পরিবর্তনের প্রস্তাব করেছেন। এর মধ্যে রয়েছে প্রেসিডেন্ট ও প্রধানমন্ত্রীর ক্ষমতা সীমিত করা এবং সংসদের ক্ষমতা বৃদ্ধি করা। এই পরিবর্তনগুলো প্রস্তাব করার কয়েক ঘণ্টার মধ্যেই রাশিয়ার প্রধানমন্ত্রী দিমিত্রি মেদভেদেভ পদত্যাগ করেন এবং নতুন প্রধানমন্ত্রী নিয়োগ করা হয়। বিশ্লেষকরা বলছেন, ভ্লাদিমির পুতিন এই পরিবর্তনগুলোর মাধ্যমে তার ক্ষমতা ও প্রভাব বজায় রাখার চেষ্টা করছেন।",17.72,0.0,12.66
news-41476249,এগার হাজার মিটার বা ৩৫০০ ফুট উচ্চতায় বিশ্বের সবচেয়ে শীতল স্থানে তখন মধ্যরাত। শীতের মাঝামাঝি সময়ে এখানে তাপমাত্রা হিমাঙ্কের প্রায় ৩০ ডিগ্রি নিচে নেমে আসে। পারদের সূচক থাকে -৩০ ডিগ্রি সেলসিয়াস (বা -২২ ডিগ্রি ফারেনহাইট)।,"লাদাখের জলসঙ্কট দূর করতে একটি স্বেচ্ছাসেবী দল কৃত্রিম হিমবাহ তৈরি করছে। এই হিমবাহ থেকে গলিত বরফের জল কৃষিকাজে ব্যবহার করা যাবে। এই কৃত্রিম হিমবাহের উদ্ভাবক ইঞ্জিনিয়ার সোনাম ওয়াংচুক বলেছেন, তিনি লাদাখের স্থানীয় মানুষদের নিত্যদিনের সমস্যার মোকাবিলায় দীর্ঘদিন ধরেই নতুন নতুন পরিকল্পনা তৈরি করেন। তিনি বলেন, পাহাড়ের মানুষেরাই সব চাইতে ভালভাবে তাদের সমস্যার সমাধানের পথ বের করতে পারবেন। এই কৃত্রিম হিমবাহ তৈরির পরিকল্পনা তার মাথায় এসেছিল একদিন একটি সেতুর ওপর দিয়ে যাওয়ার সময়।",0.0,0.0,0.0
news-55890088,"কাতার-ভিত্তিক টেলিভিশন চ্যানেল আল জাজিরা ইংলিশ-এর একটি অনুসন্ধানী প্রতিবেদনে বলা হয়েছে, বাংলাদেশের নিরাপত্তা বাহিনী ইন্টারনেট এবং মোবাইল ফোন নজরদারী করার প্রযুক্তি ইসরায়েল থেকে আমদানি করেছে।","ইসরায়েলের একটি প্রতিষ্ঠানের তৈরি নজরদারি যন্ত্র ব্যবহার করে বাংলাদেশের গোয়েন্দা সংস্থা নাগরিকদের ওপর নজরদারি করছে বলে দাবি করেছে আল জাজিরা। সোমবার প্রচারিত এক প্রতিবেদনে তারা এ তথ্য তুলে ধরেছে। এই প্রতিবেদনে বলা হয়েছে, বাংলাদেশের গোয়েন্দা সংস্থা ইসরায়েলের একটি প্রতিষ্ঠান থেকে নজরদারি সরঞ্জাম কেনার পর সেটি ব্যবহার করে নাগরিকদের ওপর নজরদারি করছে। এই প্রতিবেদনে বলা হয়েছে, ২০১৯ সালে পূর্ব ইউরোপীয় দেশ হাঙ্গেরির রাজধানী বুদাপেস্টের কাছে দু'জন ইসরায়েলি গোয়েন্দা বিশেষজ্ঞ এই প্রযুক্তি ব্যবহারের ওপর চারজন বাংলাদেশী গোয়েন্দাকে প্রশিক্ষণ দেয়। তবে বাংলাদেশের পররাষ্ট্রমন্ত্রী এ. কে. আবদুল মোমেন বিবিসি বাংলাকে বলেছেন, ইসরায়েল থেকে তারা কোন সরঞ্জাম ক্রয় করেনি।",18.03,8.33,14.75
news-47620971,ঢাকায় বসুন্ধরা আবাসিক এলাকায় বাসের চাপায় একজন বিশ্ববিদ্যালয় ছাত্রের মৃত্যুর ঘটনায় সড়ক অবরোধ করে বিক্ষোভ করছে কয়েকটি বিশ্ববিদ্যালয়ের শিক্ষার্থীরা।,বসুন্ধরা আবাসিক এলাকার সামনে সকাল ৭টার পরপর রাস্তা পার হতে গিয়ে দু'টি বাসের মধ্যে পিষ্ট হয়ে মারা গেছে বাংলাদেশ ইউনিভার্সিটি অব প্রফেশনালসের আন্তর্জাতিক সম্পর্ক বিভাগের ছাত্র আবরার আহমেদ। এরপর বসুন্ধরা আবাসিক এলাকার মূল প্রবেশপথের সামনে রাস্তা অবরোধ করে বিভিন্ন বিশ্ববিদ্যালয়ের শিক্ষার্থীরা। শিক্ষার্থীরা জানিয়েছে যে তারা দাবী বাস্তবায়ন না হওয়া পর্যন্ত আন্দোলন চালাবে।,19.44,8.57,19.44
news-41721765,"আন্তর্জাতিক বার্তা সংস্থা রয়টার্স বলছে, মিয়ানমারে সামরিক অভিযানের মুখে দেশত্যাগে বাধ্য হয়েছেন যেসব রোহিঙ্গা মুসলমান তারা দেশে ফিরতে পারলেও তাদের জমিজমা ও ঘরবাড়ি হারাতে হতে পারে।","রয়টার্সের প্রতিবেদনে বলা হয়েছে, মিয়ানমার সরকার পরিকল্পনা করছে যে, রোহিঙ্গা শরণার্থীদের ফেরত নেয়া হলেও তাদেরকে নিজেদের ঘরদোরে ফিরে যেতে দেয়া হবে না। কঠোর সনাক্তকরণের প্রক্রিয়ায় যেসব রোহিঙ্গা উতরাবে, শুধুমাত্র তাদেরকেই সরকারি ব্যবস্থাপনায় অন্যত্র গ্রাম তৈরি করে সেখানে পাঠানো হবে। রয়টার্স জানিয়েছে, মিয়ানমার সরকার রোহিঙ্গাদের জমির মালিকানা নিয়ে প্রশ্ন তুলেছে। তারা বলছে, যাদের নাগরিকত্ব নেই, তাদের জমির মালিকানাও নেই।",14.29,2.44,9.52
news-49603678,জিম্বাবুয়ের স্বাধীনতা পরবর্তী প্রথম প্রেসিডেন্ট রবার্ট মুগাবে ৯৫ বছর বয়সে মারা গেছেন।,জিম্বাবুয়ের সাবেক প্রেসিডেন্ট রবার্ট মুগাবে মারা গেছেন। বিবিসিকে তার পরিবারের সদস্যরা এ তথ্য নিশ্চিত করেছেন। বেশ কিছুদিন অসুস্থ থাকার পর সিঙ্গাপুরের একটি হাসপাতালে চিকিৎসাধীন থাকাকালীন তিনি মারা যান। ২০১৭ সালের নভেম্বরে সেনা অভ্যুত্থানের মুখে ক্ষমতাচ্যূত হন তিনি। জিম্বাবুয়ের স্বাধীনতার পর হওয়া প্রথম নির্বাচনে ১৯৮০ সালে জয় লাভ করে প্রধানমন্ত্রী হন তিনি। ১৯৮৭ সালে প্রধানমন্ত্রীর দপ্তর বিলুপ্ত ঘোষণা করে দেশের প্রেসিডেন্ট হন।,19.18,8.45,16.44
news-50625850,জলবায়ু নিয়ে নানা উদ্বেগের মধ্যে আজ মাদ্রিদে শুরু হচ্ছে জাতিসংঘের জলবায়ু পরিবর্তন সম্মেলন 'কপ টুয়েন্টি ফাইভ'।,"স্পেনের রাজধানী মাদ্রিদে দুই সপ্তাহব্যাপী জলবায়ু সম্মেলন শুরু হচ্ছে। এতে বিশ্বের ২০০টি দেশের প্রতিনিধিরা অংশ নিচ্ছেন। বাংলাদেশের প্রধানমন্ত্রী শেখ হাসিনাও এতে অংশ নেবেন। এ সম্মেলনে কার্বন নির্গমন কমানোর জন্য আগে যেসব লক্ষ্যমাত্রা নির্ধারণ করা হয়েছিল সেগুলো আরো বাড়ানোর বিষয়টি আলোচনা করা হবে। পরিবেশ বিজ্ঞানী ও জলবায়ু বিশেষজ্ঞরা বলছেন, জলবায়ু পরিবর্তন এখন জরুরী অবস্থা হয়ে দাঁড়িয়েছে। এ বিষয়ে এখনি পদক্ষেপ নিতে হবে বলে মনে করছেন তারা। জাতিসংঘের মহাসচিব আন্তোনিও গুতেরেস বলেছেন, বিশ্ব এমন এক অবস্থায় পৌঁছে যাচ্ছে যেখান থেকে ফিরে আসার আর কোন সুযোগ থাকবে না।",15.84,4.04,9.9
news-42662545,"ভারতের সুপ্রিম কোর্টের চার জন বিচারক প্রকাশ্যে সংবাদ সম্মেলন করে প্রধান বিচারপতির কর্তৃত্বকে চ্যালেঞ্জ করে বলেছেন, যেভাবে তিনি আদালত চালাচ্ছেন তা ভারতের গণতন্ত্রকেই হুমকির মুখে ফেলে দেবে।","ভারতের সর্বোচ্চ আদালত সুপ্রিম কোর্টের চারজন সিনিয়র বিচারপতি প্রধান বিচারপতি দীপক মিশ্রার বিরুদ্ধে অভিযোগ তুলে ধরেছেন। তাঁরা বলেছেন, প্রধান বিচারপতি এখন তাঁর ব্যক্তিগত মর্জিমাফিক বিভিন্ন বেঞ্চে মামলা পাঠাচ্ছেন। এটি আদালতের নিয়মকানুনের লংঘন। তাঁরা আরও বলেছেন, আদালতের নিয়ম-কানুন যদি মানা না হয় তাহলে ভারতে গণতন্ত্র টিকবে না। যেভাবে সুপ্রিম কোর্টের মতো একটি প্রতিষ্ঠান চলা উচিত, তা হচ্ছে না বলে মন্তব্য করেছেন ওই চারজন বিচারপতি। ""আজ থেকে ২০ বছর পরে যেন কেউ না বলতে পারে যে আমরা আমাদের আত্মা বিক্রি করে দিয়েছিলাম,"" বলেছেন তাঁরা। বিচারপতি জে চেলামেশ্বর, বিচারপতি রঞ্জন গগই, বিচারপতি মদন বি লকুর এবং বিচারপতি কুরিয়ান যোশেফ সংবাদ সম্মেলনে বলেছেন, ""গুরুত্বপূর্ণ মামলাগুলি যেভাবে বিভিন্ন বিচারপতিদের বেঞ্চে শুনানীর জন্য পাঠানো হচ্ছে, তা প্রতিষ্ঠিত ব্যবস্থা বা কনভেনশনের বিরোধী।"" হাইকোর্ট বা সুপ্রীম কোর্টের বিচারপতিরা কখনই সংবাদমাধ্যমের সামনে মুখ খোলেন না নিজেদের নিরপেক্ষতা বজায় রাখার জন্য। কিন্তু এই চারজন বিচারপতির মতে, ""গত কয়েকমাস ধরে যা হচ্ছে, তাতে একটা অভূতপূর্ব পরিস্থিতি তৈরী হয়েছে। যেভাবে সুপ্রীম কোর্ট চলা উচিত, তা হচ্ছে না। আমরা প্রধান বিচারপতির কাছে একটি চিঠি পাঠিয়েছিলাম, এমন কি আজ সকালেও তাঁর সঙ্গে দেখা করে তাঁকে বোঝানোর চেষ্টা করেছি। কিন্তু সেই প্রচেষ্টা ব্যর্থ হয়েছে। সেজন্যই জাতির কাছে গোটা বিষয়টি তুলে ধরতে বাধ্য হচ্ছি আমরা।"" প্রধান বিচারপতির বিরুদ্ধে কি তাহলে এবার 'ইম্পিচমেন্টের' প্রক্রিয়া শুরু হবে - এই প্রশ্নের জবাবে ভারতের দ্বিতীয় সব থেকে সিনিয়র বিচারক বলেছেন, এটা রাজনীতিবিদদের সিদ্ধান্ত।",11.67,1.68,7.5
news-45648530,বাংলাদেশের নিরাপদ খাদ্য কর্তৃপক্ষ বলছে বাংলাদেশে বাজারে কোন ধরণের এনার্জি ড্রিংক থাকবে না।,"বাংলাদেশের নিরাপদ খাদ্য কর্তৃপক্ষ এনার্জি ড্রিংক নিষিদ্ধ করার সিদ্ধান্ত নিয়েছে। কর্তৃপক্ষের অতিরিক্ত সচিব মাহাবুব কবির বলেছেন, এনার্জি ড্রিংকসে ক্যাফেইনের মাত্রা খুব বেশি থাকে, যা স্বাস্থ্যের জন্য ক্ষতিকর। তিনি আরও বলেছেন, খুব শীঘ্রই এই বিষয়ে পদক্ষেপ নেওয়া হবে। এদিকে, মাদকদ্রব্য নিয়ন্ত্রণ অধিদপ্তরের মহাপরিচালক জামাল উদ্দীন আহমেদ বলেছেন, তারা দুই বছর আগে এই বিষয়ে গবেষণা করেছেন এবং এনার্জি ড্রিংকসে সেক্সুয়ালি স্টিমুলেটিং ড্রাগ বা ভায়াগ্রার উপাদান পেয়েছেন।",15.58,10.67,15.58
news-46057267,"বাংলাদেশ জাতীয় ঐক্য ফ্রন্টের সঙ্গে প্রধানমন্ত্রী শেখ হাসিনার নেতৃত্বে সরকারী দলের যে সংলাপ হবে আজ বৃহস্পতিবার সন্ধ্যায়, সেখানে কতটা ছাড় দিতে রাজী আওয়ামী লীগ?","আওয়ামী লীগের সভাপতি ও প্রধানমন্ত্রী শেখ হাসিনার সঙ্গে জাতীয় ঐক্যফ্রন্টের নেতাদের আলোচনার আগে আওয়ামী লীগের প্রেসিডিয়াম সদস্য আবদুর রাজ্জাক বলেছেন, বিরোধীদের সাত দফা দাবির মধ্যে কিছু ছোটখাটো বিষয়ে ছাড় দেয়া হতে পারে। তবে নির্বাচন কমিশন গঠন ইস্যুতে সমঝোতা হতে পারে বলে তিনি মনে করেন। আবদুর রাজ্জাক বলেছেন, সংবিধান অনুযায়ী নির্বাচন কমিশন গঠন করা হবে। তবে এ বিষয়ে সংলাপ হতে পারে। তিনি বলেছেন, বিরোধীদল বিএনপি ২০১৪ সালের নির্বাচন বয়কট করার মাধ্যমে ভুল করেছে। এবার তারা নির্বাচনে অংশ নেবে।",17.82,4.04,7.92
news-54354289,করোনাভাইরাসের কারণে দেশের শিক্ষা প্রতিষ্ঠানগুলোয় ছুটি আরেক দফা বাড়ানোর সিদ্ধান্ত নিয়েছে সরকার।,"করোনাভাইরাস মহামারির কারণে দেশের সব শিক্ষাপ্রতিষ্ঠানে ছুটি চলছে। এই ছুটি আরও বাড়বে বলে জানিয়েছেন শিক্ষামন্ত্রী দিপু মনি। তিনি বলেছেন, এইচএসসি পরীক্ষা নেয়া হবে কি না, সে বিষয়ে সিদ্ধান্ত সোমবার বা মঙ্গলবার জানানো হবে।",17.78,4.65,17.78
news-51527453,"আফ্রিকার কয়েকটি দেশের পর পাকিস্তান এবং সর্বশেষ ভারতে আক্রমণ চালানোর পর বাংলাদেশেও পঙ্গপালের আক্রমণ হতে পারে, এমন আশংকার কথা বলছে কৃষি সম্প্রসারণ অধিদপ্তর। তবে সে ঝুঁকি এ বছরের চেয়ে আগামী বছর বেশি।","আফ্রিকার কয়েকটি দেশে ফসলের ব্যাপক ক্ষতি করেছে পঙ্গপাল। এরপর পাকিস্তান ও ভারতেও এর আক্রমণ শুরু হয়। এখন বাংলাদেশেও এর আক্রমণের আশংকা করা হচ্ছে। এ কারণে কৃষি মন্ত্রণালয় সতর্ক হয়েছে। পঙ্গপালের সম্ভাব্য আক্রমণ ঠেকানোর জন্য সরকার, জাতিসংঘের ফুড অ্যান্ড অ্যাগ্রিকালচার অর্গানাইজেশন ফাও এর সঙ্গে যোগাযোগ রাখছেন তারা। পঙ্গপালের উৎপাতে দেশটিতে জারি করা হয় জরুরি অবস্থা। এরপর ভারতের পাঞ্জাবে ঢুকে পড়েছে পঙ্গপাল, যার ব্যাপ্তি ছিল তিন কিলোমিটার।",18.56,2.11,14.43
news-44996318,ওয়েস্ট ইন্ডিজকে ১৮ রানে হারিয়ে নয় বছর পর বিদেশের মাটিতে আবার কোন সিরিজ জিতল বাংলাদেশের ক্রিকেটাররা।,"ওয়েস্ট ইন্ডিজের বিপক্ষে তৃতীয় ওয়ানডে জয়ের পর বাংলাদেশের ক্রিকেটারদের উল্লাস শনিবার রাতে সেন্ট কিটসে তৃতীয় এবং শেষ ম্যাচে ওয়েস্ট ইন্ডিজকে ১৮ রানে হারিয়েছে বাংলাদেশ। ফলে ২-১ ব্যবধানে সিরিজ ঘরে তুললো টাইগাররা। টসে জিতে ব্যাটিং এর সিদ্ধান্ত নেয় বাংলাদেশ। তামিম ইকবালের দুর্দান্ত সেঞ্চুরি আর ঝড়ো গতিতে মাহমুদুল্লাহর ৬৭ রানে ভর করে, ৬ উইকেটে ৩০১ রান সংগ্রহ করে বাংলাদেশ। তাড়া করতে নেমে ৬ উইকেটে ২৮৩ রান করতেই ওভার শেষ হয়ে যায় ওয়েস্ট ইন্ডিজের। এই জয়ের ফলে ওয়েস্ট ইন্ডিজের বিপক্ষে এ নিয়ে তৃতীয়বার সিরিজ জিতল বাংলাদেশ। বিদেশের মাটিতে জিম্বাবুয়ের বিপক্ষে বাংলাদেশ সর্বশেষ সিরিজ জিতেছিল ২০০৯ সালে। দেশের মাটিতে আফগানিস্তানকে ২-১ ব্যবধানে হারিয়ে বাংলাদেশ সর্বশেষ সিরিজ জিতেছিল ২০১৬ সালে। নয় বছর পর আবার বিদেশের মাটিতে একটি সিরিজ জিতল বাংলাদেশ। এটা আসলেই একটা বিশেষ ঘটনা বাংলাদেশের ক্রিকেটের জন্য।",19.86,10.07,18.44
news-43109093,"বাংলাদেশ ও শ্রীলংকার মধ্যকার দ্বিতীয় টি-টোয়েন্টি ম্যাচের পরপরই বাংলাদেশের স্কোয়াডে থাকা বেশ কজন ক্রিকেটার ঢাকা ফিরেছেন। খবর পাওয়া গেছে, তাদের মধ্যে অনেকেই রাতের ট্রেনেই রওনা হন।","শ্রীলংকার বিপক্ষে দ্বিতীয় টি-টোয়েন্টি ম্যাচ শেষে রাতের ট্রেনে করে ঢাকা এসে বেশ কয়েকজন ক্রিকেটার আজ ঢাকা প্রিমিয়ার লিগে খেলছেন। এর আগে শুক্রবার চট্টগ্রামে শ্রীলংকার বিপক্ষে টি-টোয়েন্টি ম্যাচ খেলেছে বাংলাদেশ জাতীয় দল। সেই ম্যাচের পর রাতেই ট্রেনে করে বাংলাদেশের বেশ কয়েকজন ক্রিকেটার ঢাকায় এসেছেন। এদের মধ্যে সৌম্য সরকার, আরিফুল হক, জাকির হাসান, আবু জায়েদ রাহি, সাইফ উদ্দিন ও আফিফ হোসেন অন্যতম। তারা সকালে ঢাকা প্রিমিয়ার লিগে খেলেছেন।",27.37,4.3,18.95
news-48108387,"অবশেষে বিশ্বকাপ ক্রিকেটের জন্য বাংলাদেশ জাতীয় ক্রিকেট দলের জার্সিতে পরিবর্তন আনছে বাংলাদেশ ক্রিকেট বোর্ড, হাতে ও জার্সির মাঝে লাল রঙ যোগ করা হয়েছে।",বাংলাদেশ ক্রিকেট বোর্ড (বিসিবি) বিশ্বকাপের জন্য নতুন জার্সি ডিজাইন করেছে। বিসিবি সভাপতি নাজমুল হাসান পাপন এক সংবাদ সম্মেলনে নতুন জার্সির ডিজাইনের ছবি দেখান। বিসিবি জানিয়েছে যে তারা আন্তর্জাতিক ক্রিকেট কাউন্সিলের অনুমোদন নিয়েছে এবং নতুন জার্সিতে লাল রং যোগ করা হয়েছে।,34.92,13.11,25.4
news-54810886,(অঙ্গরাজ্যগুলোর নাম সংক্ষেপিত। লাল রাজ্যগুলোতে রিপাবলিকান পার্টি বিজয়ী হয়েছে। নীল রাজ্যগুলো ডেমোক্র্যাটদের দখলে) দুই প্রধান প্রার্থীর সর্বশেষ ইলেকটোরাল ভোট সংখ্যা,"আমেরিকার প্রেসিডেন্ট নির্বাচনে জো বাইডেন এগিয়ে থাকলেও প্রেসিডেন্ট ট্রাম্প এখনও হার মানতে রাজি নন। তিনি নির্বাচনে জালিয়াতির অভিযোগ করেছেন। তবে এর পক্ষে তিনি কোন প্রমাণ দেননি। বর্তমানে জো বাইডেন ২৫৩টি ইলেক্টোরাল কলেজ ভোট পেতে যাচ্ছেন, আর ডোনাল্ড ট্রাম্প পেতে যাচ্ছেন ২১৪টি ভোট। বিজয়ী হতে হলে তাদের ইলেকটোরাল কলেজের অন্তত ২৭০টি ভোট পেতে হবে। আমেরিকার নির্বাচনে সুইং স্টেটগুলো গুরুত্বপূর্ণ কারণ এগুলো নির্ধারণ করে যে কোন প্রার্থী বিজয়ী হবেন। সুইং স্টেটগুলো হল সেই রাজ্য যেখানে উভয় প্রার্থীর সমর্থন প্রায় সমান, এবং এই রাজ্যগুলোতে ভোটারদের সিদ্ধান্ত নির্বাচনের ফলাফল নির্ধারণ করে। এই রাজ্যগুলোতে প্রার্থীরা বেশি সময় এবং অর্থ ব্যয় করেন, এবং এই রাজ্যগুলোতে ভোটারদের সাথে যোগাযোগ করার জন্য বেশি প্রচেষ্টা চালান।",7.87,0.0,4.72
news-54040351,বাংলাদেশসহ ১২টি দেশের নাগরিকদের প্রবেশে নিষেধাজ্ঞা দিয়েছে মালয়েশিয়ার সরকার। আপাতত ৩১শে ডিসেম্বর পর্যন্ত এই নিষেধাজ্ঞা বহাল থাকবে।,"মালয়েশিয়া সরকার করোনাভাইরাস মহামারি মোকাবেলায় বাংলাদেশসহ ১২টি দেশের নাগরিকদের দেশে প্রবেশে নিষেধাজ্ঞা আরোপ করেছে। এই নিষেধাজ্ঞা ৭ই সেপ্টেম্বর থেকে ৩১শে ডিসেম্বর পর্যন্ত কার্যকর থাকবে। বাংলাদেশের পররাষ্ট্র প্রতিমন্ত্রী মোঃ শাহরিয়ার আলম একটি ফেসবুক পোস্টে এই তথ্য জানিয়েছেন। তিনি পরামর্শ দিয়ে বলছেন, যারা ছুটিতে এসেছিলেন তাদেরকে আপাতত ৩১শে ডিসেম্বর পর্যন্ত অপেক্ষা করতে হবে।",41.18,24.24,29.41
news-51000240,"২০০৪ সালে আমেরিকা ইরাকে দ্বিতীয় দফায় যুদ্ধ শুরু করলো, বিশ্বের বাজারে অপরিশোধিত তেলের দাম রাতারাতি ১০ শতাংশ বেড়ে গিয়েছিল।","২০০৩ সালে ইরাক যুদ্ধের পর তেলের বাজার অত্যন্ত অস্থিতিশীল হয়ে পড়েছিল। তখন যারা আগে থেকে তেল কিনে রেখেছিলেন তারা বড় মুনাফা করেছিলেন। এখন ইরান ও যুক্তরাষ্ট্রের মধ্যে সামরিক সংঘাত বাড়লে তেলের বাজারে কী হবে? তেল বিশ্লেষক মিচ কান মনে করেন, ১৬ বছর আগের মতো এখন তেলের বাজারে অস্থিরতা দেখা দেবে না। কেননা, তেলের বাজারের চরিত্র বদলে গেছে। এখন যেসব দেশ তেল উৎপাদন করে, তেল পরিশোধন এবং কেনা-বেচার পদ্ধতিতে পরিবর্তন এসেছে। ট্রেডিং এক্সচেঞ্জে দালালদের সিদ্ধান্ত বা ধারণা দিয়ে আর বিশ্বের তেলের বাজারের দাম নির্ধারিত হয় না।",9.52,0.0,7.62
news-43909556,বাংলাদেশের দক্ষিণাঞ্চলীয় জেলা ভোলায় একটি কমিউনিটি স্বাস্থ্য ক্লিনিকের মেঝে থেকে শত শত বিষধর সাপ বের হওয়ার পর কর্তৃপক্ষ ক্লিনিকটি সাময়িক ভাবে বন্ধ করে দিয়েছে।,"বাংলাদেশের ভোলা জেলার একটি কমিউনিটি ক্লিনিকের মেঝের নীচে সাপের বাসা শনাক্ত করা গেছে। ক্লিনিকের আশপাশ থেকে গত কয়েকদিনে কয়েকশো বিষধর সাপ ও সাপের বাচ্চা মারা গেছে। এলাকাবাসীদের দাবি, এখনও কয়েকটি বড় সাপ মারা যায়নি।",24.14,7.14,24.14
news-46373177,"ভারতের পশ্চিমবঙ্গ রাজ্যে ট্রান্সজেন্ডার বা রূপান্তরকামী মানুষদের অধিকার রক্ষায় সবথেকে পরিচিত মুখ যিনি, তাঁর বিরুদ্ধেই অভিযোগ উঠেছে যে তিনি এক কিশোরকে তার ইচ্ছার বিরুদ্ধে 'হিজড়া' বানাতে চেষ্টা করেছিলেন।","পশ্চিমবঙ্গের মুর্শিদাবাদ জেলার এক কিশোরের পরিবার অভিযোগ করেছে যে, পশ্চিমবঙ্গের এক কলেজের প্রিন্সিপাল মানবী বন্দ্যোপাধ্যায় তাকে জোর করে হিজড়া সম্প্রদায়ের সঙ্গে যুক্ত করার চেষ্টা করেছেন। মানবী বন্দ্যোপাধ্যায় ভারতের প্রথম রূপান্তরিত নারী যিনি কোনও সরকারী কলেজের প্রিন্সিপাল হয়েছেন। একই সঙ্গে তিনি পশ্চিমবঙ্গের ট্রান্সজেন্ডার ডেভেলপমেন্ট বোর্ডের ভাইস-চেয়ারপার্সন। পশ্চিমবঙ্গ শিশু অধিকার সুরক্ষা কমিশনে মানবী বন্দ্যোপাধ্যায়ের বিরুদ্ধে অভিযোগ দায়ের করেছে ওই কিশোরের পরিবার। কমিশনের অন্যতম সদস্য, প্রসূন ভৌমিক বিবিসি বাংলাকে বলেছেন, ""আমরা অভিযোগ পেয়েছি। অত্যন্ত দুর্ভাগ্যজনক ঘটনা। গোটা বিষয়টা আমাদের চেয়ারপার্সন অনন্যা চক্রবর্তী দেখছেন।"" কমিশনের তরফ থেকে বিস্তারিত তদন্ত করতে তাদের এক প্রতিনিধি তাদের সঙ্গে মঙ্গলবার কথা বলেছে বলে দাবী কিশোরের পরিবারের।",18.9,0.0,7.87
